virt\core,7,8,12,14,15,16,18,20
92,7.79e-06,1.15e-07,0,0,0,0,0,0
93,0,0.0290739,0.124893,0.000111504,0.000200512,0.00360102,0.0290739,0.0107225
94,0,0.00524881,0.108669,0.00146635,0.00234616,0.0498453,0.00524881,0.0135307
95,0,0.00080965,0,0,0,0.00684084,0.00080965,0.00177086
