virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.795509,1,0.9999,0.9837,0.91418,0.851858,0.996,0.9986,0.563447,0.523112,0.590956,0.836134,0.963168,0.868301,0.601462,0.950061
