virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.996314,1,0.9999,0.9782,0.841069,0.836951,0.491964,0.476645,0.711581,0.747208,0.9926,0.939125,0.9894,0.762021,0.728883,0.9989
