virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.000129868,3.2e-07,1.63604e-05,0.108807,0.00105877,0.000500486,0.00534414,0.0147292,4.95602e-06,4.91807e-06,0.000129824,0.0169641,3.05049e-06,1.83478e-05,4.60288e-06,4.54363e-07
