virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.925571,1,0.9999,0.9837,0.318734,0.455607,0.64783,0.46943,0.9911,0.852321,0.850994,0.9936,0.747783,0.877458,0.872896,0.9995
