virt\core,7,8,12,13,16,19,21
92,1.3259e-05,7.032e-06,0,0,0,0,0
93,0,0,0.119056,0.000919249,0.0529103,0.00425738,0.0382353
94,0,0,0.122809,0,0.00160144,0.0186379,0.00857114
95,0,0,0,0,0.0144443,0.000798259,0.00760671
