virt\core,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
237,0,0,0,0,0,0,0,0,0,0,0,0.00112987,0,0,0,0,0,0,0,0,0,0,0,0.000110218,0.00114641,3.34075e-05,0.000563284,0.00389961,8.18196e-08,0.00491496,4.39164e-08,3.37212e-08,7.91148e-07,2.99635e-06,6.24922e-08,2.36569e-07
238,0,0,0,0,0,0,0,0,0,0,0,0.0107844,0,0,0,0,0,0,0,0,0,0,0,0.000117792,4.03085e-05,0.00116,0.000214205,0.000191481,0,0.000186308,0,8.12106e-06,3.73383e-06,1.0301e-06,2.01725e-07,8.37973e-07
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29523e-05,0,1.59672e-05,0.000206407,0.00177848,3.74692e-05,0.000177061,0.000325699
240,0,0,0,0,0,0,0,0,0,0,0.000738942,0.00804709,0,0,0,0,0,0,0,0,0,0,0,0.00100311,0.000676394,0.00102198,0.0032902,0.00660205,6.93404e-06,0.000581271,3.77506e-06,5.13442e-07,1.54248e-06,2.31784e-06,5.65964e-07,1.38202e-07
241,0,0,0,0,0,0,0,0,0.0185414,0.000831088,5.09047e-06,1.87115e-05,2.77972e-07,6e-09,7.2e-07,7.1e-08,1.12989e-07,2.22511e-06,8.24958e-05,0.000958013,0.00855568,4.81844e-05,3.5689e-05,1.73102e-05,6.88443e-07,3.66449e-06,3.00002e-06,1.2069e-05,0.0177839,7.19136e-08,0.000795683,0.0118432,0.00058933,0.0105711,0.00472414,0.0161107
242,0,0,0,0,0,0,0,0,0,0,8.05506e-05,0.00326764,0,0,0,0,0,0,0,0,0,0,0,0.00018323,0.00783374,0.00237223,0.000866638,4.12647e-05,1.51574e-07,0.00415237,7.20894e-05,3.20297e-06,3.53109e-05,5.7783e-06,1.60692e-06,4.95124e-06
243,0,0,0,0,0,0,0,0,0.00319622,0,0,0,0,0,0,0,0,0,0,4.33468e-05,0,0,0,0,2.21489e-07,3.76466e-08,1.16052e-07,2.19736e-08,0.000410418,1.84723e-07,0.000345053,0.0047124,0.00222574,0.0014247,0.00119488,0.00269085
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30841e-05,0,0.000124316,3.10503e-06,0.000571495,0.0011311,5.80188e-06,0.00130833
245,0.0351536,0.0270072,0.00154831,0,0.00140478,0,0,0,0,0,0.000384882,0.00149076,0.00243952,0.00217653,0.00181241,0,0.000146279,0,0,0,0,0,0,0.000253937,2.84852e-06,8.40008e-06,0.000135021,0.000184784,5.9324e-06,6.7425e-06,3.74743e-05,1.25254e-06,7.80007e-06,2.71879e-06,6.83322e-06,3.20504e-06
246,0.00722258,0.0105013,0.00705818,0.0239412,0.00510158,0,0,0,0,0,0.000335671,0.00149076,0.000623828,0.000963364,0.00606449,0.00202107,0.000544077,0,7.4227e-05,0,0,0,0,0.000390679,3.80755e-06,8.65867e-06,0.000134408,0.000250974,9.95552e-07,6.03594e-06,4.53868e-05,7.44702e-07,2.20032e-06,1.49922e-06,4.62283e-06,6.10461e-08
