virt\core,7,8,12,13,15,16,20,21
92,1,1,0,0,0,0,0,0
93,0,0,0.801254,0.0446,0.830764,0.0456,0.566871,0.334528
94,0,0,0.795771,0.026,0.643266,0.0255,0.179808,0.415485
95,0,0,0,0,0.0943,0,0.0218,0.0649
