virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0,0,1.50565e-05,0.0988327,0.00120241,0.00078866,0.00781317,0.00252004,0,0,0,6.00589e-05,0.0250344,0,0,0
