virt\core,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
93,0.00146272,0.00102641,0.000160212,1.16665e-06,0.000221921,0,0.000561826,0.000757695,0.000671795,1.18974e-06,0.00125364,0.0010263,0.00015933,0.00372985,5.87428e-06,6.29097e-06,6.33309e-06,6.06157e-07
94,0.00384016,0.00240874,0.000221557,1.55653e-06,2.63926e-05,0,0.000467178,0.000781459,0.00042327,7.05207e-06,0.00382555,0.00240809,0.000221438,0.00390926,5.84949e-06,1.17927e-05,1.72165e-05,7.7013e-07
95,0.0195458,0.0166829,0.00143393,2.69e-07,2.8916e-05,0.00356623,0.00116974,0.00155525,0.00111535,0.000114395,0.0195458,0.0166829,0.00143365,0.0268879,1.27512e-06,3.53078e-06,2.82155e-05,7.87156e-08
