virt\core,7,8,12,14,15,16,18,20
92,7.957e-06,7.6e-08,0,0,0,0,0,0
93,0,0.0427597,0.136076,0.00332405,0.00332406,0.0042434,0.0427597,0.0272018
94,0,0.0454316,0.118868,0.0693555,0.0693553,0.0672983,0.0454316,0.0266207
95,0,0.0515047,0,0,0,0.0693554,0.0515047,0.026533
