virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.766767,1,0.9999,0.9852,0.623525,0.766375,0.9992,0.9973,0.602687,0.861851,0.531866,0.943858,0.87313,0.884026,0.51914,0.9909
