virt\core,7,8,12,13,14,15,16,18,20
92,7.56e-06,1.26e-07,0,0,0,0,0,0,0
93,0,0.0270974,0.12466,6.67176e-05,7.90982e-05,0.000240046,0.00407574,0.0270974,0.0117861
94,0,0.00537581,0.108385,0.000802478,0.00106997,0.00264945,0.0492047,0.00537581,0.0142101
95,0,0.000770454,0,0,0,0,0.00670642,0.000770454,0.0020197
