virt\core,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
93,7.65576e-05,8.21687e-05,4.41331e-07,4.81e-07,0.000162035,0,0.000636999,0.000590365,0.000883197,0.00311444,1.43397e-06,0.000497583,5.23944e-07,0.00623544,2.60896e-06,4.34244e-06,4.55438e-07,2e-07
94,8.44612e-06,0.000216248,8.18255e-07,7.68e-07,5.55143e-05,0,0.000918577,0.000630158,0.000927804,0.0250827,2.56e-07,0.00047907,1.45592e-06,0.00753469,3.38612e-06,5.75138e-06,1.1538e-06,4.78e-07
95,7.97e-07,0.000637359,5.57427e-06,1.69e-07,1.7263e-05,0.00298239,0.00273167,0.00179426,0.00598632,0.0350677,7.97e-07,0.000637359,1.08824e-05,0.0297765,1.347e-06,2.97771e-06,2.17216e-06,1.32e-07
