virt\core,7,8,12,13,14,15,17,18,19,20
92,8.035e-06,7.2e-08,0,0,0,0,0,0,0,0
93,0.030014,0.025642,0.125544,0.00511572,0,0,0.030014,0.025642,0.00511573,0.0206104
94,0.0600879,0.0812006,0.10122,0,0.0806344,0.0806345,0.0600879,0.0812006,0.0196233,0.0263113
95,0.0806342,0.0474742,0,0,0,0,0.0806342,0.0474742,0,0.0426973
