virt\core,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
237,0,0,0,0,0,0,0,0,0,0,0,0.00122057,0,0,0,0,0,0,0,0,0,0,0,0.000115511,0.0012363,3.55701e-05,0.00060616,0.00419792,8.28174e-08,0.0053155,4.49145e-08,3.57048e-08,8.01025e-07,3.05045e-06,6.46067e-08,2.49393e-07
238,0,0,0,0,0,0,0,0,0,0,0,0.0116534,0,0,0,0,0,0,0,0,0,0,0,0.00012318,4.27763e-05,0.00125004,0.000230121,0.000206394,0,0.000201707,0,8.41357e-06,3.82064e-06,1.07697e-06,2.10421e-07,8.70384e-07
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34641e-05,0,1.68859e-05,0.000221688,0.00192382,3.96846e-05,0.000189862,0.000351645
240,0,0,0,0,0,0,0,0,0,0,0.000803645,0.00869541,0,0,0,0,0,0,0,0,0,0,0,0.00104886,0.000726493,0.0011014,0.00353368,0.00710722,7.1573e-06,0.00063712,3.9427e-06,4.67846e-07,1.5642e-06,2.35561e-06,5.82475e-07,1.44967e-07
241,0,0,0,0,0,0,0,0,0.0197195,0.000893348,5.41537e-06,2.02358e-05,2.89971e-07,7e-09,7.63e-07,7.2e-08,1.05989e-07,2.32207e-06,8.51785e-05,0.000994795,0.00905158,5.10291e-05,3.75684e-05,1.81582e-05,6.91432e-07,3.89074e-06,3.58286e-06,1.21728e-05,0.0190515,7.29124e-08,0.000847124,0.0127252,0.000632322,0.0113379,0.0050721,0.017389
242,0,0,0,0,0,0,0,0,0,0,8.76038e-05,0.00353065,0,0,0,0,0,0,0,0,0,0,0,0.000195015,0.00844621,0.00255837,0.000930758,4.97548e-05,1.63541e-07,0.00449088,7.58678e-05,3.45108e-06,3.62919e-05,5.84759e-06,1.67144e-06,5.05773e-06
243,0,0,0,0,0,0,0,0,0.0033993,0,0,0,0,0,0,0,0,0,0,4.48075e-05,0,0,0,0,2.43439e-07,4.06187e-08,1.25971e-07,2.39712e-08,0.000429453,2.08687e-07,0.000362258,0.00505324,0.00240845,0.00152883,0.00128256,0.00290508
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77306e-05,0,0.000130025,3.14075e-06,0.000618813,0.00121329,5.69588e-06,0.00141151
245,0.0374039,0.0287384,0.00168149,0,0.00149591,0,0,0,0,0,0.000418583,0.0016109,0.00253315,0.00225668,0.00196831,0,0.000151638,0,0,0,0,0,0,0.000265585,2.90941e-06,8.92447e-06,0.0001451,0.000198995,6.14691e-06,7.46991e-06,3.93795e-05,1.35355e-06,8.04931e-06,2.78277e-06,7.08874e-06,3.29247e-06
