virt\core,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
93,0.00015287,9.83806e-05,8.80368e-07,4.80856e-07,0.000161597,0,0.000627827,0.000579089,0.000873305,0.00299796,1.43053e-06,9.82726e-05,5.21691e-07,0.00362715,2.59592e-06,4.33679e-06,4.53389e-07,1.993e-07
94,1.68644e-05,0.000394003,1.63324e-06,7.6777e-07,5.54976e-05,0,0.000879905,0.000616295,0.000855528,0.00514194,2.55181e-07,0.000393891,1.4514e-06,0.00373721,3.37224e-06,5.63808e-06,1.14791e-06,4.76566e-07
95,7.93892e-07,0.000619003,1.11223e-05,1.69e-07,1.72129e-05,0.00294004,0.00270135,0.00176393,0.00592107,0.0302914,7.93892e-07,0.000619003,1.08324e-05,0.0266887,1.32976e-06,2.92888e-06,2.16652e-06,1.31736e-07
