num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102
0,atom,lvlMO,0.6,0.3,0.5,0.5,1.6,0.9,0.5,0.3,0.4,0,4.4
1,atom,lvlMO,1,1.7,0.8,0.7,2.2,1.3,1.3,0.3,1.5,0.3,2.5
2,atom,lvlMO,2.1,5.3,2.6,9.4,23.6,1.9,3.6,0.4,2.5,0.6,4.4
3,atom,lvlMO,0.3,0.8,0.5,1.5,4.2,0.8,2.5,0,3.4,1.8,2.6
4,atom,lvlMO,1.1,2.3,1.5,5.2,12.8,0.6,1,0.2,0.7,0.3,2.1
5,atom,lvlMO,0.6,1.5,0.4,1.2,2,1.4,1.5,0,0.6,0.5,0.8
6,atom,lvlMO,3.4,18.2,1.1,0.2,3.2,2.4,0.1,1.8,0.3,0,0.5
7,atom,lvlMO,5.2,12,9.9,1.8,0.6,0.3,0.4,0.4,0.2,0.3,1.5
8,atom,lvlMO,17.1,2,6.8,1,2.4,1.5,0.7,0.3,0.2,0.5,1.4
9,atom,lvlMO,6.4,10.8,10.6,1.8,0.1,0.5,0.1,0.5,0,0.1,0.5
10,atom,lvlMO,3.5,18.1,1,0.4,3.2,3,0.9,2.7,0,0.2,0.7
11,atom,lvlMO,16.1,1.7,7,1.1,3.9,1.4,0.4,0.7,0,0.2,0.9
12,atom,lvlMO,0.1,0.3,0.2,0.1,0.2,1.5,2.1,0.2,1.7,0,4.9
13,atom,lvlMO,1.3,1,0.2,0.8,0.9,3.2,3,0.1,0,0.7,0.1
14,atom,lvlMO,0,1,0.1,0.1,0.1,0.7,1,0,0,0.6,0.6
15,atom,lvlMO,0.2,0.7,0.5,0.3,0.5,0.3,0.8,0.1,0,1,2.8
16,atom,lvlMO,0.9,0.2,0.5,0.3,0.1,1.8,2.2,0.2,0.1,1.5,1.3
17,atom,lvlMO,0.2,0.4,0.5,0.4,0.3,0,0.4,0.1,0,0.5,0.1
18,atom,lvlMO,0.2,0.8,0.1,0.8,2,0.6,1.9,1.8,0,0.4,0
19,atom,lvlMO,0.7,0,0.4,0.3,1.5,0.3,0.7,0.5,0,0.4,0.5
20,atom,lvlMO,0.6,0,0.8,0.1,1.4,1.7,0.7,0.4,0.1,0.3,13
21,atom,lvlMO,0.7,0.4,0.5,0.4,2.3,3.9,2.4,0.9,2.1,0,9.9
22,atom,lvlMO,0.2,0.7,0.1,0.1,0.7,4.4,13.5,0.3,21.9,11.7,14.8
