virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,9.12313e-05,5e-09,1.50265e-05,0.0989281,0.00108486,0.000690991,0.00906426,0.00399923,5.9202e-09,2.1052e-09,9.12303e-05,3.8746e-09,0.022527,1.18538e-08,9.0755e-09,5.9964e-09
