virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,1.86967e-05,9.61e-07,1.4169e-05,0.104206,0.00115117,0.000386764,0.00250399,0.0169742,5.507e-06,3.6342e-05,3.72362e-05,0.0152426,1.23572e-05,6.90736e-05,1.52536e-05,2.053e-06
