virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.00125822,3.044e-06,1.18208e-05,0.105551,0.000464647,0.00085434,0.00168331,0.000112681,0.000374794,0.0144699,0.00125526,0.012868,6.37114e-05,0.000231151,5.99148e-05,2.61407e-06
