virt\core,7,8,12,13,14,15,17,18,19,20
92,8.035e-06,7.2e-08,0,0,0,0,0,0,0,0
93,0.0123508,0.012821,0.123485,8.23631e-05,0,0,0.0123508,0.012821,0.000125847,0.018741
94,0.0292508,0.0317332,0.0996713,0,0.0014998,0.00119339,0.0292508,0.0317332,0.000533755,0.0233355
95,0.00649105,0.00312855,0,0,0,0,0.00649105,0.00312855,0,0.00345848
