virt\core,7,8,12,14,16,17,18,19,20
92,1,1,0,0,0,0,0,0,0
93,0.773383,0.9078,0.904237,0.0476,0.0322,0.773383,0.9078,0.0116,0.3673
94,0.1123,0.735076,0.899352,0.0285,0.018,0.1123,0.735076,0.0163,0.4861
95,0.0253,0.1147,0,0,0,0.0253,0.1147,0,0.083
