virt\core,7,8,12,14,15,17,18,19,20
92,7.842e-06,1.53e-07,0,0,0,0,0,0,0
93,0.0411865,0.00408228,0.133322,0.00019388,0.000150257,0.0411865,0.00408228,0.000806359,0.0214517
94,0.006522,0.0261705,0.116054,0.000477059,0.000308557,0.006522,0.0261705,0.00107321,0.0269204
95,0.0013273,0.00348406,0,0,0,0.0013273,0.00348406,0,0.00444948
