num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102,103,104
23,atom,lvlMO,0,0,0,0,0.1,1.8,1.3,0.6,1.3,2.5,1.5,1.3,2.5
24,atom,lvlMO,0.3,0.2,0.6,0.1,0.3,2.7,2.2,2.1,2.6,3.3,2,1.8,0.1
25,atom,lvlMO,0.5,0,0.4,0.4,0.7,18,2.9,5.9,15,2.5,2.3,1.5,4.3
26,atom,lvlMO,0.1,0,0.1,0.1,0.2,8.5,0.9,2.8,6.9,1.7,0.7,0.4,2.2
27,atom,lvlMO,0,0,0.1,0,0.1,4.7,2.9,1.5,6,4.6,0.2,0.2,0.7
28,atom,lvlMO,0.4,0.4,0.4,0.1,0,2.7,0.9,2,1.2,1.1,0.6,2.3,2.8
29,atom,lvlMO,0.9,3.9,5.9,1.5,1.9,0.9,2.5,11.1,0.3,0.4,0.4,0.4,0.2
30,atom,lvlMO,6.6,5,0.6,3,10.9,1.1,1,3.8,1,0.6,1.1,4,0.7
31,atom,lvlMO,11.5,0.4,8.3,0.6,4.9,0.6,2.1,4.3,1.1,2.6,0.4,0.4,2.1
32,atom,lvlMO,7.3,3.2,0.9,4.1,10.2,0.2,0.4,1.8,0.4,0.7,0.6,0.6,2.2
33,atom,lvlMO,1.2,3.7,7.2,2.8,1.7,0.3,2.4,9.8,0.3,0.4,0.5,0.8,0.1
34,atom,lvlMO,0.3,0.9,1.9,4.5,0.1,0.3,0.5,2.9,0.1,0.1,0.2,0.7,0.3
35,atom,lvlMO,10.6,0.6,7.1,2.4,5.3,0.4,1.7,3.6,0.2,0.3,0.2,1,0.5
36,atom,lvlMO,0.0,0.0,0.0,0.0,0.1,0.8,1.9,1.2,0.1,2,1.3,0.1,8.8
37,atom,lvlMO,0,0,0.2,0.1,0,0.3,3.7,0.3,3.5,4.1,4.6,3.8,0
38,atom,lvlMO,0.7,0.5,0.6,0.2,0,3.2,1.6,0.7,1,2,0.5,0.2,0.1
39,atom,lvlMO,0.1,0.4,0.2,0.1,0.1,0,1.2,0.8,0.3,1,0.3,7.4,6.1
40,atom,lvlMO,0.3,0.5,0.1,0.2,0.6,0.1,1.8,0.3,0.5,1.3,1.8,11.2,1.4
41,atom,lvlMO,0.7,0.2,0.4,0.2,0.2,1.4,3.1,0.2,2.7,7.9,0.6,0.2,4.9
42,atom,lvlMO,0.3,0.1,0.1,0.3,0.5,0,0.3,0.5,0.2,1,0,0.1,6.1
43,atom,lvlMO,0.6,0,0.9,4,0.3,0.6,1.1,3.7,0.1,0.2,0.5,1.8,0.3
44,atom,lvlMO,1.3,1,8.9,27.9,0.1,1.1,0.8,8.8,0.2,0.2,1,2.9,1.3
45,atom,lvlMO,0.0,0.0,0.0,0.0,0.4,8.9,15.4,2.8,21.2,24.8,0.5,0,1.9
46,atom,lvlMO,0,0,0.1,0.1,0.2,3.9,6,2.2,0,8.1,6.5,6.8,5.9
