virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,1.53815e-05,3.74e-07,1.53735e-05,0.109073,0.0012311,0.0004623,0.00403725,0.01661,1.94801e-06,0.000112225,1.52685e-05,0.016529,5.49686e-06,2.86937e-05,6.5325e-06,6.88896e-07
