virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,7.73479e-05,1.77e-07,1.57824e-05,0.100695,0.000404054,0.000576988,0.00948169,0.00736168,8.03793e-07,9.1672e-07,7.73289e-05,0.0178877,5.0814e-07,3.15126e-06,1.22801e-06,2.4975e-07
