virt\core,7,8,12,14,16,17,18,21
92,1.4098e-05,3.141e-06,0,0,0,0,0,0
93,0.0120693,0.00435446,0.136271,5.19607e-05,0.0144135,0.0120693,0.00435446,0.0386454
94,0.0156106,0.00544544,0.134197,0,0.0145985,0.0156106,0.00544544,0.0186601
95,0.00555487,0.000135397,0,0,0.000491351,0.00555487,0.000135397,0.00970695
