virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.000107451,6.2e-08,1.521e-05,0.108974,0.000686067,0.000572625,0.0110582,0.00697026,2.67776e-07,4.62538e-08,0.000216056,4.27626e-08,0.021126,7.51651e-07,4.14032e-07,3.7e-08
