virt\core,7,8,12,13,16,19,21
92,1.2178e-05,4.746e-06,0,0,0,0,0
93,0,0,0.129526,0.0721378,0.0721378,0.0290997,0.0464958
94,0,0,0.13451,0,0.0433505,0.0290997,0.00947354
95,0,0,0,0,0.0721376,0.0290997,0.0538416
