virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,2.19311e-05,1.9356e-05,2.108e-05,0.130322,0.000901082,0.000924709,3.2488e-05,2.1962e-05,0.0193417,0.000163287,3.68307e-05,0.0150923,0.00604488,5.28818e-05,0.000367667,0.000158536
