virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.000172838,1.2e-08,1.5014e-05,0.100706,0.000951763,0.000638263,0.00985842,0.00473641,2.3e-08,8.6349e-09,0.000345862,2.4346e-08,0.0215146,6.24285e-08,6.35527e-08,1.8e-08
