virt\core,7,8,12,13,16,20,21
92,1.3344e-05,7.639e-06,0,0,0,0,0
93,0,0,0.119661,0.000669783,0.0499339,0.000166105,0.0339652
94,0,0,0.131222,0,0.000950454,0.0222741,0.00342952
95,0,0,0,0,0.0114565,0.000890682,0.00392244
