virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,5.74229e-05,4.584e-06,1.49835e-05,0.120735,0.000260966,0.000392025,4.11348e-05,0.000266014,0.0093231,0.00675541,4.18769e-05,6.72048e-05,0.0148607,0.000191375,6.0736e-05,3.59257e-05
