num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102
0,atom,lvlMO,1,0,0.1,0.4,2.1,0.1,1.7,0,0,0,4.8
1,atom,lvlMO,2.3,0.4,0.6,0.7,3,0.1,3.3,0.2,0.2,0.1,3.2
2,atom,lvlMO,7.4,1,0.4,6.3,30.1,0.2,5.9,0.5,0.3,0,4.9
3,atom,lvlMO,1.1,0.1,0.1,1,5.2,0.2,5.8,0.4,0.3,0.4,4.3
4,atom,lvlMO,4,0.5,0.1,3.4,16.2,0,1.3,0.1,0,0.1,2.4
5,atom,lvlMO,1.5,0.4,0.5,0.6,2.3,0.2,1.9,0,0.1,0.3,1
6,atom,lvlMO,12.3,5.3,6.3,0.5,4.5,0.1,1.3,0,0.1,0,0.6
7,atom,lvlMO,1.7,8.9,19.1,0.1,0.4,0,0.4,0,0,0.1,1.7
8,atom,lvlMO,21.9,0.8,4.5,0.4,2.5,0.2,1.4,0,0,0.1,2.2
9,atom,lvlMO,2.3,8.7,19.5,0,0.2,0,0.2,0,0,0,1
10,atom,lvlMO,12.7,5.4,6.3,0.4,3.7,0.2,1.1,0,0,0,0.9
11,atom,lvlMO,20.5,0.9,4.9,0.5,3.2,0.1,0.6,0,0,0,1
12,atom,lvlMO,0.1,0.1,0.3,0,0.2,0.2,5.4,0.3,0.2,0,5.9
13,atom,lvlMO,1.8,0.1,0.1,0.4,1,0.7,4.8,0.1,0,0.5,0.9
14,atom,lvlMO,0.1,0.3,0.4,0,0,0.1,0.7,0,0,0.1,0.3
15,atom,lvlMO,0.1,0.4,0.9,0,0.2,0,0.6,0,0,0.2,2.9
16,atom,lvlMO,1,0,0.2,0,0.1,0.2,3.1,0.1,0,0.2,3.5
17,atom,lvlMO,0.1,0.4,0.8,0,0,0,0.1,0,0,0.1,0.8
18,atom,lvlMO,0.5,0.2,0.2,0,0.2,0,0,0,0,0,0.8
19,atom,lvlMO,0.8,0,0.2,0,0.3,0,0,0,0,0.1,1
20,atom,lvlMO,0.9,0.1,0.3,0.2,1.9,0.2,2.1,0,0,0.3,14.3
21,atom,lvlMO,1.3,0,0,0.5,3.2,0.5,8.4,0.3,0.3,0,10.3
22,atom,lvlMO,0.5,0.2,0.3,0.1,1,1.2,34.4,2.8,2.5,2.8,24.6
