virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.000631638,3.044e-06,1.1822e-05,0.107158,0.000468772,0.000855795,0.00168736,0.000112794,0.000375207,0.0147351,0.00126539,0.0130428,6.39865e-05,0.000233675,5.99808e-05,2.628e-06
