virt\core,7,8,12,13,14,15,17,18,19,20
92,1,1,0,0,0,0,0,0,0,0
93,0.293739,0.408723,0.887068,0.0161,0,0,0.293739,0.408723,0.0246,0.468639
94,0.269694,0.368853,0.849097,0,0.0186,0.0148,0.269694,0.368853,0.0143066,0.450713
95,0.0805,0.0331795,0,0,0,0,0.0805,0.0331795,0,0.081
