virt\core,7,8,12,13,15,16,19,21
92,6.549e-06,0,0,0,0,0,0,0
93,0,0,0.125136,0.0034198,0.00571776,0.00341981,0.0362998,0.03218
94,0,0,0.109845,0.056659,0.0546596,0.0566588,0.0368555,0.0315743
95,0,0,0,0,0.0566588,0,0.0373674,0.0309301
