virt\core,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
237,0,0,0,0,0,0,0,0,0,0,0,0.1464,0,0,0,0,0,0,0,0,0,0,0,0.0169333,0.0100875,0.0147833,0.06875,0.0691,0.9978,0.0754,0.9981,0.9918,0.9877,0.9837,0.49365,0.4988
238,0,0,0,0,0,0,0,0,0,0,0,0.17695,0,0,0,0,0,0,0,0,0,0,0,0.01386,0.0152444,0.0208556,0.00652857,0.0109333,0,0.0064,0,0.4908,0.9754,0.9764,0.4928,0.49595
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0,0.01462,0.00426923,0.0459571,0.0176231,0.00597778,0.01088
240,0,0,0,0,0,0,0,0,0,0,0.2853,0.19355,0,0,0,0,0,0,0,0,0,0,1,0.141533,0.0851,0.00915,0.0580778,0.1522,0.9967,0.14734,0.9979,0.9912,0.9875,0.49255,0.327267,0.49885
241,0,0,0,0,0,0,0,0,0.2245,0.49835,0.9997,0.4997,0.9999,1,1,1,0.9999,0.9996,0.49975,0.49935,0.9392,0.9929,0.9944,0.9988,0.9963,0.988,0.9862,0.49765,0.2713,0.9988,0.4833,0.1831,0.00956,0.15985,0.08545,0.4755
242,0,0,0,0,0,0,0,0,0,0,0.0311,0.1645,0,0,0,0,0,0,0,0,0,0,0,0.17618,0.0897429,0.0195727,0.0179444,0.15516,0.9972,0.0655,0.49845,0.9807,0.4863,0.9759,0.00826667,0.3278
243,0,0,0,0,0,0,0,0,0.0387,0,0,0,0,0,0,0,0,0,0,0.0134,0,0,0,0,0.9977,0.9907,0.9919,0.9988,0.275867,0.9985,0.17928,0.188225,0.0616143,0.0777375,0.026425,0.0884
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637,0,0.0112,0.0137667,0.01785,0.0313,0.0128,0.0307833
245,0.3811,0.2955,0.0469,0,0.0152,0,0,0,0,0,0.1486,0.0216,0.411,0.3703,0.0549,0,0.0221,0,0,0,0,0,0,0.024375,0.00608,0.01695,0.00653636,0.00542222,0.2087,0.0127571,0.05042,0.12615,0.12854,0.0174429,0.0232714,0.145875
246,0.0783,0.1149,0.2138,0.2617,0.0552,0,0,0,0,0,0.1296,0.0216,0.1051,0.1639,0.1837,0.3422,0.0822,0,0.0109,0,0,0,0,0.037025,0.00812857,0.0174889,0.00765556,0.00753333,0.0829,0.0117286,0.01596,0.0835667,0.00347143,0.04645,0.0137571,0.09034
247,0.0368,0.0334,0,0.1179,0.364,0.3038,0.09,0,0,0,0.0775,0.0115,0.0484,0.0488,0,0.1723,0.4543,0.4066,0.0881,0,0,0,0,0.024475,0.0145667,0.0121875,0.00447778,0.00486,0.106786,0.00833333,0.022075,0.00676667,0.00746,0.0209667,0.0297111,0.109786
248,0,0.1039,0,0.1245,0.0487,0.1466,0.3326,0.1558,0,0,0.1031,0.0185,0.011,0.1253,0,0.1635,0.0443,0.2145,0.4641,0.11475,0,0,0,0.0503667,0.00751667,0.0217667,0.00801429,0.00585,0.01911,0.01306,0.0370857,0.0297545,0.0444,0.0124273,0.0126364,0.0303375
249,0.0349,0.1074,0.0444,0.095,0.0878,0.0944,0.1147,0.219,0.0168,0,0.1086,0.0271,0.0376,0.079,0.0343,0.0674,0.1122,0.0594,0.1629,0.12915,0,0,0.0114,0.0697,0.00738571,0.03635,0.00932857,0.005525,0.0228429,0.0101286,0.0248667,0.0286875,0.0247125,0.01294,0.0108364,0.0173818
250,0.2155,0,0.0657,0.0895,0.0277,0.1506,0,0.1643,0.0207,0.0264,0.0569,0.0218,0.2029,0.0181,0.0389,0.0941,0.013,0.1358,0,0.0829,0,0,0.0327,0.03472,0.00492857,0.011875,0.0039,0.00348889,0.0464,0.0058625,0.02135,0.0196286,0.0196,0.026875,0.00703,0.0207167
251,0,0,0,0,0,0,0,0,0.0315,0.774,0,0,0,0,0,0,0,0,0,0,0,0,0.8232,0,0,0,0,0,0.0083,0,0.0701143,0.00487143,0.00251,0.0140727,0.0760833,0.0110286
252,0.1598,0.1802,0.036,0.0383,0.1862,0.055,0.0447,0.1644,0.0217,0.0281,0,0,0.1178,0.1208,0.024,0.0105,0.1448,0.062,0.0147,0.07275,0,0,0.0271,0.011275,0.01605,0.02222,0.0161333,0.0036,0.0443667,0.01636,0.0623,0.0180167,0.01714,0.0122429,0.0074375,0.0142
253,0.041,0.1111,0.1114,0.1355,0.0214,0.0368,0.147,0.097,0.0607,0,0,0,0.0235,0.0428,0.0495,0.0855,0.0233,0,0.0735,0.03615,0,0,0,0.01795,0,0.0131,0,0,0.04615,0,0.02374,0.0096125,0.0100625,0.0246833,0.00399,0.01355
254,0,0.02,0.0368,0.1068,0.1509,0.1405,0.091,0,0.1196,0.0129,0,0,0,0,0.012,0.0375,0.0692,0.06,0.0496,0,0,0,0,0,0,0,0,0,0.042625,0,0.02936,0.0160286,0.01815,0.0191571,0.00496667,0.012175
255,0,0,0,0,0.0201,0.0445,0.0683,0.1411,0.1486,0.0367,0,0,0,0,0,0,0,0.011,0.0162,0.03005,0,0,0.0186,0,0,0,0,0,0.00412857,0,0.0427,0.00976,0.01465,0.0312667,0.0122333,0.02724
256,0,0,0,0,0,0,0,0,0.0739,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145,0,0,0.011475,0.00793333,0.0124,0.006025,0.0244
257,0,0,0,0,0,0,0,0,0.036,0.0314,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,0.0101,0,0,0,0,0,0,0.0101
