virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,2.60415e-05,5.65e-07,1.3963e-05,0.111777,0.000974738,0.000708275,0.00244416,0.0182506,6.73e-06,8.8364e-05,5.16072e-05,0.0161884,1.43459e-05,7.81969e-05,2.01728e-05,1.204e-06
