virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,9.983e-10,2e-09,1.50325e-05,0.098893,0.00114616,0.000723222,0.00859099,0.00357365,2.9655e-09,9.96e-10,9.983e-10,8.54509e-05,0.0233489,3.3648e-09,1.6253e-09,1.9988e-09
