num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102,103,104
23,atom,lvlMO,0,0,0,0.2,0,1.5,0.5,1.8,1.2,3,1.4,1.3,1.7
24,atom,lvlMO,0.1,0,0.3,0.9,0.2,2.3,1.4,2.9,2.3,3.1,2.2,2.5,0.3
25,atom,lvlMO,0.5,0,0.8,0.3,0.3,16,1.1,8.9,14.4,2.9,2.4,2.8,2.4
26,atom,lvlMO,0.2,0,0.4,0,0.1,7.7,0.2,3.9,6.6,2,0.8,0.7,1.2
27,atom,lvlMO,0,0,0.1,0.1,0,3.8,1.7,3.7,5.5,4.8,0.3,0.2,0.4
28,atom,lvlMO,0.3,0.1,0.4,0.9,0.1,3,0.7,2.4,1.4,1.6,0.7,3.6,2.8
29,atom,lvlMO,0.9,1.2,2.6,11.9,1.3,0.9,5.4,4.9,0.3,0.4,0.3,0.3,0.1
30,atom,lvlMO,5,4.9,4.8,13.1,0.5,0.7,1.6,2.1,0.9,0.7,0.6,3.6,0.6
31,atom,lvlMO,9.5,1.3,14.5,0.9,0.4,0.9,3.2,2.6,1.1,1.9,0.7,0.3,2
32,atom,lvlMO,5.6,3.8,5.8,10.5,1,0,0.7,0.5,0.2,0.6,0.5,0.9,1.5
33,atom,lvlMO,1.1,1.1,3.2,12.3,2.5,0.3,5.2,4.5,0.1,0.6,0.2,1.2,0.2
34,atom,lvlMO,0.2,0.5,0.6,2.6,2.5,1.3,2,2.8,0,0.1,0.2,0.5,0.5
35,atom,lvlMO,8.5,1.8,12.5,1.7,1,0.8,3,2.4,0.4,0.3,0.1,0.6,0.4
36,atom,lvlMO,0,0,0.1,0,0,0.5,0.7,2.8,0.1,3.2,1.1,0,7.3
37,atom,lvlMO,0,0,0.1,0.1,0.2,0.3,2.2,1.3,3.3,3.7,5.1,5.9,0.3
38,atom,lvlMO,0.9,0.1,0.7,0.8,0.2,4.3,1.1,0.9,1.3,3,0.5,0.4,0
39,atom,lvlMO,0,0.3,0.1,0.7,0,0.2,0.8,1.2,0.5,1.8,0.3,9.6,6
40,atom,lvlMO,0.2,0.4,0.3,0.7,0,0.1,1,0.7,0.5,1.1,0.5,9.5,0.8
41,atom,lvlMO,0.6,0.1,0.7,0.1,0.3,1.5,1.7,0.6,2.4,5.7,1.4,0,4.7
42,atom,lvlMO,0.2,0.1,0.2,0.5,0.1,0,0.3,0.1,0.2,0.4,0,0,3.6
43,atom,lvlMO,0.4,0.1,0.6,1,1.6,1.9,2.5,2.2,0.2,0.2,0,1.1,0.3
44,atom,lvlMO,1,1.7,2,8.9,15,7,7,12,0,0,0.8,2,2.3
45,atom,lvlMO,0,0,0,0.3,0,5.7,9.7,13.6,19,25.7,1.1,0,0.8
46,atom,lvlMO,0,0,0,0.4,0.1,2.6,2.3,6.7,0,9.8,5.8,6.8,3.6
