288.00,0.0000000000,0.0000000000,0.0000000000,0.0000000000
288.02,0.0000000000,0.0000000000,0.0000000000,0.0000000000
288.04,0.0000000000,0.0000000000,0.0000000000,0.0000000000
288.06,0.0000000000,0.0000000000,0.0000000000,0.0000000000
288.08,0.0000000000,0.0000000000,0.0000000000,0.0000000000
288.10,0.0000000000,0.0000000000,0.0000000000,0.0000000000
288.12,0.0000000000,0.0000000000,0.0000000000,0.0000000000
288.14,0.0000000000,0.0000000000,0.0000000000,0.0000000000
288.16,0.0000000000,0.0000000000,0.0000000000,0.0000000000
288.18,0.0000000000,0.0000000000,0.0000000000,0.0000000000
288.20,0.0005481003,0.0005475632,0.0000002083,0.0000003234
288.22,0.0008581734,0.0008573324,0.0000003261,0.0000005063
288.24,0.0013351266,0.0013338182,0.0000005073,0.0000007877
288.26,0.0020639646,0.0020619420,0.0000007843,0.0000012177
288.28,0.0031704029,0.0031672959,0.0000012048,0.0000018705
288.31,0.0048390381,0.0048342959,0.0000018388,0.0000028550
288.33,0.0073389855,0.0073317933,0.0000027888,0.0000043300
288.35,0.0110597527,0.0110489141,0.0000042027,0.0000065253
288.37,0.0165610243,0.0165447945,0.0000062932,0.0000097710
288.39,0.0246411725,0.0246170242,0.0000093636,0.0000145383
288.41,0.0364307356,0.0363950334,0.0000138437,0.0000214941
288.43,0.0535188665,0.0534664180,0.0000203372,0.0000315761
288.45,0.0781228843,0.0780463239,0.0000296867,0.0000460925
288.47,0.1133135973,0.1132025500,0.0000430592,0.0000668550
288.49,0.1633120313,0.1631519855,0.0000620586,0.0000963541
288.51,0.2338765777,0.2336473786,0.0000888731,0.0001379872
288.53,0.3328033393,0.3324771920,0.0001264653,0.0001963540
288.55,0.4705665108,0.4701053556,0.0001788153,0.0002776342
288.57,0.6611298297,0.6604819225,0.0002512293,0.0003900666
288.59,0.9229642616,0.9220597566,0.0003507264,0.0005445489
288.61,1.2803108113,1.2790561067,0.0004865181,0.0007553834
288.63,1.7647302753,1.7630008397,0.0006705975,0.0010411909
288.65,2.4169833337,2.4146146900,0.0009184537,0.0014260202
288.67,3.2892839867,3.2860604883,0.0012499279,0.0019406776
288.69,4.4479662314,4.4436072245,0.0016902272,0.0026243001
288.71,5.9765972117,5.9707401465,0.0022711069,0.0035261924
288.73,7.9795589959,7.9717390280,0.0030322324,0.0047079398
288.75,10.5861047681,10.5757303854,0.0040227198,0.0062458018
288.77,13.9548727703,13.9411969950,0.0053028517,0.0082333749
288.79,18.2788121849,18.2608989489,0.0069459486,0.0107844992
288.81,23.7904389630,23.7671243328,0.0090403668,0.0140363590
288.83,30.7672964427,30.7371444922,0.0116915726,0.0181527049
288.85,39.5374460455,39.4986993484,0.0150242295,0.0233270932
288.87,50.4847586345,50.4352835710,0.0191842083,0.0297860076
288.89,64.0537192530,63.9909466081,0.0243404133,0.0377916944
288.92,80.7533997448,80.6742614130,0.0306862919,0.0476445058
288.94,101.1601988613,101.0610618664,0.0384408756,0.0596845173
288.96,125.9189023374,125.7955018131,0.0478491829,0.0742921524
288.98,155.7415812065,155.5889544569,0.0591818009,0.0918875329
289.00,191.4038309092,191.2162551549,0.0727334557,0.1129282602
289.02,233.7378622616,233.5087991566,0.0888203877,0.1379053387
289.04,283.6219935360,283.3440439823,0.1077763575,0.1673369762
289.06,341.9661654500,341.6310386078,0.1299471429,0.2017600376
289.08,409.6932111641,409.2917118172,0.1556834202,0.2417189946
289.10,487.7157629370,487.2378014893,0.1853319899,0.2877523001
289.12,576.9088650020,576.3434943143,0.2192253687,0.3403762304
289.14,678.0785847615,677.4140677484,0.2576698622,0.4000663650
289.16,791.9271646266,791.1510760053,0.3009323226,0.4672370271
289.18,919.0155245624,918.1148893483,0.3492258993,0.5422191595
