virt\core,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
237,0,0,0,0,0,0,0,0,0,0,0,0,0.2048,0,0,0,0,0,0,0,0,0,0,0,0.0119,0.0394714,0,0.00557,0,0.00566,0.16158,0.02104,0,0,0,0,0
238,0.0772,0,0,0,0,0,0,0,0,0,0,0.49315,0.4899,0.9918,0.999,0.4999,0.49995,1,0.9999,0.9999,0.9999,1,1,1,0.49335,0.04235,0.49995,0.20755,0.49995,0.2118,0.14398,0.298033,0.49705,0.164767,0.49665,0.49865,0.4977
239,0,0,0,0,0,0,0,0,0.2677,0,0.9997,0.9989,0.9999,0.9998,0.9996,0.9998,0.9984,0.4765,0.49935,0.49935,0.993,0.4993,0.9987,0.49995,0.9993,0.9979,0.0795667,0.9928,0.073375,0.9927,0.9983,0.9972,0.0466571,0.04468,0.014,0.13446,0.033975
240,0.2927,0,0,0,0,0,0,0,0,0,0,0.4408,0.29575,0.49155,0.9911,0.9953,0.9953,0.9999,0.9999,1,1,1,1,1,0.2302,0.0661333,0.4999,0.0417444,0.49995,0.0551,0.133875,0.21365,0.497,0.162533,0.4966,0.4986,0.4977
241,0,0,0,0,0,0,0,0,0.0239,0,0,0,0,0.9999,0.9995,0.9971,0.9711,0.4941,0.9683,0.49645,0.9893,0.49935,0.9993,0.9998,0.9999,0.9982,0.13755,0.9932,0.09205,0.9934,0.9986,0.9996,0.01975,0.00763333,0.0355143,0.03074,0.15096
242,0,0,0,0,0,0,0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121,0,0,0,0,0,0.0163833,0.00782,0.00766667,0.0271,0.0201333
243,0.0808,0.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343,0,0.0139667,0,0.0146667,0.005475,0.01935,0,0,0,0,0
244,0,0.194,0.4369,0.2823,0.0514,0,0,0,0,0,0,0,0,0.12255,0.5267,0.375,0.0822,0,0,0,0,0,0,0,0.3185,0.0377286,0.06344,0.06752,0.168325,0.06832,0.0733667,0.08302,0.133067,0.0333375,0.194725,0.207725,0.12878
245,0,0.1086,0.0441,0.1105,0.3832,0.3225,0.0763,0,0,0,0,0,0,0.1554,0.0534,0.1485,0.462,0.0162,0.2115,0.0571,0,0,0,0,0.04255,0.1477,0.00332222,0.03564,0.00358,0.0300167,0.1714,0.0595,0.0177692,0.00876667,0.0131286,0.0322455,0.016325
246,0,0.2621,0.0115,0.1941,0.029,0.2516,0.2373,0.029,0.0187,0,0,0,0,0.2978,0,0.2216,0.01615,0.0792,0.103767,0.14295,0,0.044,0,0,0.0703,0.05204,0.0100125,0.0267,0.00596667,0.0269778,0.05422,0.03945,0.0191357,0.00756667,0.0221,0.0429875,0.0273
247,0,0,0,0,0,0,0,0.2172,0.0167,0.4781,0.3047,0,0,0,0,0,0,0.2282,0,0,0,0.2406,0.6735,0.1767,0,0,0.0066,0,0.00408,0,0.4925,0.194175,0.00202308,0.0226625,0.0306286,0.0048125,0.0191
248,0,0.2103,0.1023,0.0442,0.1891,0,0.1574,0.1546,0.0482,0.0125,0.1269,0,0,0.1665,0.1118,0.02,0.1909,0.219,0,0.0774,0,0.1727,0.0431,0.1394,0.03815,0.027225,0.0192833,0.0146571,0.0128667,0.0148143,0.0182,0.01924,0.00891667,0.00325,0.0291429,0.0182,0.0323833
249,0,0.0718,0.0664,0,0.0825,0.0297,0.1071,0.3546,0.0416,0,0.253,0,0,0.0529,0.0692,0,0.0758,0.3311,0.0205,0.0496,0,0.3725,0.028,0.13475,0.0319,0.0261333,0.0140571,0.00535,0.00738889,0.00462857,0.00566,0.00616,0.00179286,0.0162111,0.028,0.0155556,0.0264833
250,0,0.0873,0.2438,0.1993,0,0.1213,0.2045,0,0,0,0.0128,0,0,0.0377,0.1642,0.1491,0.0152,0,0.02855,0.08665,0,0,0,0.0119,0.01305,0.010475,0.03135,0.0032625,0.013775,0.0051,0.011825,0.00478,0.0037,0.00361429,0.01595,0.00562,0.02535
251,0,0,0.0145,0.0261,0.0327,0.0272,0,0.0262,0.0746,0.3287,0.2269,0,0,0,0,0.0121,0.0192,0.0663,0,0,0,0,0.1515,0.162,0,0,0.01115,0,0.00695,0,0,0,0.00965,0.0153667,0.06375,0.0126667,0.0141667
252,0,0,0.0528,0.1198,0.2007,0.2181,0.1578,0.0103,0,0.0613,0.0308,0,0,0,0.0252,0.0486,0.1053,0,0.05565,0.0569,0,0,0.0365,0.0245,0,0,0.0292,0,0.0242,0,0,0,0.012775,0.0318,0.0429,0.0091,0.016025
253,0,0,0,0,0,0,0,0.0456,0.0175,0.0317,0.012,0,0,0,0,0,0,0,0,0,0,0.0223,0.0128,0,0,0,0,0,0,0,0,0,0.00538,0.0183,0.0174,0.0114,0.0075
254,0.4668,0.0113,0,0,0,0,0,0,0,0,0,0.041,0.0655,0,0,0,0,0,0,0,0,0,0,0,0.0141,0.0122167,0,0.0163,0,0.0036,0.0133167,0.0215333,0,0,0,0,0
255,0,0,0,0,0,0,0.0132,0.1251,0.3061,0.0545,0.0129,0,0,0,0,0,0,0.0148,0,0,0,0.0609,0.0269,0,0,0,0.00651667,0,0.002875,0,0,0,0.00466667,0.0054,0.02835,0.01685,0.01165
256,0,0,0,0,0,0,0,0,0.0618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0.0106,0.0338
257,0.0355,0,0,0,0,0,0,0,0,0,0,0,0.1342,0,0,0,0,0,0,0,0,0,0,0,0.014,0.05765,0,0.0593,0,0.0597,0.0605,0.0959,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0.0689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728,0,0.0397,0,0,0,0.0192333,0.0728,0.03795,0.03545,0.0891
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136,0,0,0,0,0,0,0,0,0,0,0,0
