I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,0.96,-0.0011,-5.851,0.000,-5.851,-0.258,6.155,-1.139,-10.610,0.000
