I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,1.71,0.0000,-0.733,0.000,-0.733,0.346,0.008,-0.076,-1.011,0.000
