I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,0.50,-0.0093,40.085,0.000,40.085,-123.020,267.308,-42.076,-62.126,0.000
