I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,1.25,0.0002,-3.150,0.000,-3.150,0.694,0.537,-0.553,-3.828,0.000
