I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,S1,0,2.08,0.0000,0.196,0.000,0.196,0.196,0.000,0.000,0.000,0.000
