I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,0.79,-0.0042,-4.088,0.000,-4.088,-5.841,24.245,-2.866,-19.626,0.000
