I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,1.92,0.0000,-0.394,0.000,-0.394,0.244,0.001,-0.017,-0.623,0.000
