I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,0.83,-0.0032,-5.251,0.000,-5.251,-3.506,17.243,-2.207,-16.782,0.000
