I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,0.58,-0.0090,20.279,0.000,20.279,-51.853,132.838,-16.545,-44.161,0.000
