I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,1.88,0.0000,-0.443,0.000,-0.443,0.262,0.001,-0.023,-0.683,0.000
