I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,1.13,0.0001,-4.355,0.000,-4.355,0.669,1.535,-0.684,-5.875,0.000
