I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,0.92,-0.0016,-5.967,0.000,-5.967,-0.926,8.689,-1.390,-12.340,0.000
