I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,0.75,-0.0053,-2.086,0.000,-2.086,-9.332,34.056,-3.813,-22.997,0.000
