I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,1.96,0.0000,-0.352,0.000,-0.352,0.228,0.001,-0.012,-0.568,0.000
