I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,0.71,-0.0064,1.045,0.000,1.045,-14.543,47.809,-5.225,-26.997,0.000
